Frequency (Hz),OUT (V),Phase (deg),IN (V),Phase (deg),hand (V),Phase (deg)
0,0.006433641121899896,0,0.0003031986994510805,0,0.02994409522673531,180
38.75248015873016,0.0003743555477980026,102.5337465963731,0.0009291445286942043,149.1162083023604,0.02998461338813312,129.0550576304526
77.50496031746032,0.0001715249864930518,131.6075557242393,0.0004315384078410062,34.9528917305913,0.01460032754183284,111.7383509120344
116.2574404761905,0.000139739659886404,113.9318566501715,0.0005550948917583374,9.15322451427782,0.005306191374598407,101.7448167092671
155.0099206349206,0.0001134416035953456,121.6957021185981,0.0005109276144249809,14.08023988542972,0.01275683269865928,106.5197557226966
193.7624007936508,6.5654328431271e-05,105.6158866859304,0.0005505922119600314,2.142911043609123,0.005476335655351721,104.9019887717247
232.514880952381,7.080476458792862e-05,101.6591753167291,0.0005624136673677619,5.967957546039662,0.005308747408460482,118.1822676488578
271.2673611111111,6.285778377788915e-05,160.8748437008345,0.0005552666232755132,10.22945196780627,0.002197940705311368,37.99960469474346
310.0198412698413,4.494007385436485e-05,26.25781230904855,0.0005329848303608327,0.4585386137840451,0.002623902777294179,73.5629832149547
348.7723214285714,7.145767024637228e-05,135.9052703058445,0.000595358594589342,5.947738687637702,0.00759200348745735,66.20103008033982
387.5248015873016,5.910194421718814e-05,120.3549543319539,0.0005615444509579331,2.937922543017345,0.002921226408905205,86.18438749353396
426.2772817460317,4.28923794717356e-05,34.94766224585569,0.0006076969804764603,3.220199589934271,0.004058301263112491,95.68492188864946
465.0297619047619,3.252592996446267e-05,23.58541857458848,0.0005372929686921215,179.858075442404,0.003930797173572213,131.4515315275385
503.782242063492,2.197557239906429e-05,30.9650052415961,0.0005239604557691362,2.855715107550765,0.001716265438953425,4.293528669767127
542.5347222222222,3.675467495350593e-05,52.3344880868262,0.0005457163536805469,2.856939178664742,0.005199081361326179,2.839682419402129
581.2872023809524,7.810012890826431e-05,171.4472146231632,0.0005330689230456226,1.915603788783872,0.00123093345414276,94.98092834474782
620.0396825396825,1.475615024647175e-05,159.6019266586346,0.000533341395548361,177.7840779838241,0.00134424507343633,82.0303482727976
658.7921626984127,5.143954299167817e-05,152.2050222569127,0.0004828763470243273,175.7820283716827,0.004164472366170399,59.1934081778611
697.5446428571429,7.209280998017553e-05,1.207927491558819,0.0005280121324720324,179.799199677163,0.0007506892407090371,104.2411815173138
736.297123015873,6.047301098305134e-05,17.83702216347085,0.0005179475472539576,179.4445268363452,0.002723894652488669,130.1697412469685
775.0496031746031,0.0001041965669129659,179.8241133967526,0.0005343852231101593,179.3594414086316,0.002077469265664479,126.9552392757139
813.8020833333334,4.33238970117577e-05,23.06259846797649,0.0005612498145581736,0.357918747574584,0.001046967437378696,130.4646952621126
852.5545634920635,4.583060873401206e-05,147.3785394671427,0.000496452296575205,1.263639273848186,0.003567343465640076,18.14981230765926
891.3070436507936,4.913965838139547e-05,159.7326195253818,0.0005437548093910133,179.4228758565491,0.0008942005490633681,41.56177638366803
930.0595238095239,2.770983913414104e-05,26.55427805315663,0.0005367620629983536,179.8095953097355,0.001371252846821868,74.67102032373165
968.812003968254,6.908531776117029e-05,166.8679151971712,0.0005160029606259864,179.1616020841811,0.002471188665577298,116.9566248292085
1007.564484126984,7.002929422438101e-05,154.1546747160704,0.0005386355467053358,2.900978468306878,0.001396189120126903,146.0432571562312
1046.316964285714,1.559337398460083e-05,111.2191903107665,0.0005407887995722423,177.7102450523094,0.003557970189530374,157.0544662809908
1085.069444444444,8.220902815027151e-05,143.2464208221462,0.0005368405171770406,0.8215467386567071,0.0007274546889428212,158.5576831206629
1123.821924603175,5.242359224747323e-05,30.05814802498376,0.0005671800996878837,179.549101504906,0.001006357925114231,26.71288712866971
1162.574404761905,6.678233096846701e-05,126.4468574652,0.0005267905612893817,177.1601040139593,0.003119150983932316,74.57917588001234
1201.326884920635,9.36497174703727e-05,164.7091865191724,0.0005425603127259844,179.3106555204913,0.001782885576052017,97.56491960284418
1240.079365079365,9.01360486878473e-05,176.6928269582856,0.0005437776727620658,0.1146728099976557,0.003288009507035429,121.369307792064
1278.831845238095,1.062127875913137e-05,159.0337260801801,0.0005624805305128883,0.6405536659561258,0.0005790927964775411,69.58343848263428
1317.584325396825,4.209591574144124e-05,83.48358959957702,0.0005742381506622663,2.642330824624184,0.0007433602453009544,87.95459635720704
1356.336805555555,2.479456455067825e-05,127.5165904097555,0.000556410033531422,0.8336898184983746,0.002758488059395731,30.71280303431421
1395.089285714286,4.04141361562028e-05,169.2555507539066,0.0005433179226364648,179.3247578210562,0.001534730343192958,74.85540833402609
1433.841765873016,4.703826207496909e-05,143.7343697747441,0.0005493786581063199,5.054316989290373,0.002613187721791955,72.48977023229121
1472.594246031746,5.430669751531281e-05,165.7008855091306,0.0005326012117019944,173.5742196799551,0.0009232720592988159,88.5854980478976
1511.346726190476,4.124601212193106e-05,146.8783072258327,0.0005010872384948712,178.6746808611998,0.0005091137862153557,28.08207106231417
1550.099206349206,1.266620698763152e-05,33.35211871717019,0.0005630860849533789,179.9089006606452,0.002503158227547706,177.9300579364226
