Frequency (Hz),OUT (V),Phase (deg),IN (V),Phase (deg),hand (V),Phase (deg)
0,0.008336454557532118,0,0.002560376555556162,0,0.006218969183513408,180
38.75248015873016,0.0009528628574218076,9.638691674397462,0.0003796599269439755,7.865212831314105,0.04166164828812688,7.952152474306417
77.50496031746032,0.0001873852361114922,48.49290783352215,0.0004129295801084961,169.6943403291399,0.013909954845228,8.256930003781495
116.2574404761905,0.0001794656680944267,59.51346547470163,0.0002733529234027858,3.711163379557769,0.003637928067893472,2.488971748694506
155.0099206349206,0.0002076135317931114,137.0978981427874,0.0003054410110114695,3.518902086887557,0.01297411773578046,114.7465874514354
193.7624007936508,7.761808786275768e-05,164.6726106390098,0.0002137318372176289,176.897019470126,0.0021102392382335,72.92890193306856
232.514880952381,1.350748076138059e-05,121.8189484243713,0.0002847059441945145,173.591937105013,0.002857269484366807,124.3697849951474
271.2673611111111,9.353804392552356e-05,148.3142788083998,0.0002728403085723723,167.2335456164979,0.004818207251944286,113.7394184726091
310.0198412698413,7.660115287783093e-05,175.9953938278706,0.0002905188946553521,170.6357400414065,0.002391292597573606,104.4468224586569
348.7723214285714,5.988459517166175e-05,23.62936230393034,0.0002864525026835835,176.9378859800579,0.006082999952979312,175.7336529166692
387.5248015873016,6.131987790540489e-05,103.981036352733,0.0003358178267619521,4.342994986698,0.002768036214717624,145.0078778201269
426.2772817460317,0.0001079944079866063,138.1589104599191,0.0002156598157485829,3.828852260162178,0.004919208881026075,148.3773855137543
465.0297619047619,7.090636459762339e-05,163.4583507472578,0.0002485093104709832,175.7891741847374,0.005958866018232682,169.7667042541632
503.782242063492,8.113032551522346e-05,154.94939160749,0.00029873348056166,8.887265308467553,0.0009473699518154203,166.0796633529258
542.5347222222222,0.0001215699632981987,157.4370886021202,0.0002472340895297546,11.62888774554783,0.005552446657052477,178.0368291235623
581.2872023809524,3.181059323946421e-05,169.9372453213058,0.0002696957350707229,3.284283749849545,0.003545579975652717,16.02385866915108
620.0396825396825,3.587224427369264e-05,151.8042940102021,0.0002923841640257964,177.8544691054757,0.003495513117258277,14.84229353566655
658.7921626984127,0.0001244137290987208,0.3616405677174358,0.0002301324721749043,178.2469966180279,0.004763374612107422,3.389544344458685
697.5446428571429,5.486172310315865e-05,174.6795887001501,0.0002659627584441971,179.5350849812277,0.001030110701505675,80.79789753004887
736.297123015873,8.205197163830233e-05,160.8231813729856,0.0002848657306115618,1.049988584103818,0.004155597505772949,35.49178633160162
775.0496031746031,7.468758409675431e-05,46.93186206389122,0.0002526446122327062,163.3674737019646,0.002871465869796721,42.4628951284334
813.8020833333334,0.0001036511719147963,173.4416856134861,0.0002764140826283414,175.0556971361221,0.001192900451050368,24.63756698427841
852.5545634920635,8.736216201337755e-05,175.3242311606745,0.0002698635467808053,174.6440763465033,0.003534586809039154,50.18345100079294
891.3070436507936,7.171564602466318e-05,165.8368364443961,0.0002865180069567687,0.4228649154753138,0.0004877642286730769,106.542164242358
930.0595238095239,0.0001138571441816971,149.1577396917947,0.0002427186814690669,16.77809215977683,0.002676112977689884,80.5378595142555
968.812003968254,0.0001045269228225239,14.93485970907461,0.0002254156859892713,175.1608824122346,0.003201865788402604,97.55245206887135
